ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,EAN,UPC,GTIN
B07L9XRLG9,"Maximum Pet Products Tough chew waterproof dog bed (Small, Blue) 80cm x 60cm x 10cm",Maximum Pet Products,https://www.amazon.co.uk/dp/B07L9XRLG9,Pet Supplies,OK,YES,PROFIT | 22/mo | GBP6.08 profit | GBP133.80 monthly gross | stable | 2 sellers,PROFIT,2,PROFIT | GBP133.80/mo | lower volume | GBP6.08 unit profit | stable | 2 sellers,8.5,9,10,9,5,8.2,8.1,8.3,GBP134,OK,AVERAGE,GBP34.95,GBP34.95,STABLE,GBP0.00,GBP6.15,GBP6.15,GBP22.72,GBP6.08,26.8%,GBP24.00,GBP28.87,18803,11,0,3.7,285,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,0744368319694,744368319694,
B0CG9XCRYN,equilibrium Simply Irresistible - horse supplement & treet,equilibrium,https://www.amazon.co.uk/dp/B0CG9XCRYN,Pet Supplies,OK,BRAND APPROACH,BALANCED | 30/mo | GBP4.42 profit | GBP132.60 monthly gross | stable | 3 sellers,BALANCED,2,BALANCED | GBP132.60/mo | 30/mo | GBP4.42 unit profit | stable | 3 sellers,8.3,9,10,8,5,8.5,7.4,8,GBP133,OK,WEAK,GBP26.43,GBP26.82,STABLE,GBP0.00,GBP4.83,GBP4.83,GBP17.18,GBP4.42,25.7%,GBP18.00,GBP22.01,20540,15,0,3.9,29,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060124039336,,05060124039336
B00HCN0576,Johnsons Dog Flea Repellant Shampoo 5ltr,,https://www.amazon.co.uk/dp/B00HCN0576,Pet Supplies,OK,BRAND APPROACH,BALANCED | 32/mo | GBP4.10 profit | GBP131.20 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP131.20/mo | 32/mo | GBP4.10 unit profit | stable | 2 sellers,8.2,8,10,9,5,8.6,7.5,8,GBP131,OK,WEAK,GBP24.78,GBP24.75,STABLE,GBP0.00,GBP4.58,GBP4.58,GBP16.11,GBP4.10,25.4%,GBP16.84,GBP20.68,31731,16,0,4.7,23,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5054251050173,,
B00HCN0576,Johnsons Dog Flea Repellant Shampoo 5ltr,,https://www.amazon.co.uk/dp/B00HCN0576,Pet Supplies,OK,BRAND APPROACH,BALANCED | 32/mo | GBP4.10 profit | GBP131.20 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP131.20/mo | 32/mo | GBP4.10 unit profit | stable | 2 sellers,8.2,8,10,9,5,8.6,7.5,8,GBP131,OK,WEAK,GBP24.78,GBP24.75,STABLE,GBP0.00,GBP4.58,GBP4.58,GBP16.11,GBP4.10,25.4%,GBP16.84,GBP20.68,31731,16,0,4.7,23,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5054251050173,,
B08P7M76X4,Avonstar Classics Range Galvanised Feed Bin (Feed Trough),Avonstar Classics Range,https://www.amazon.co.uk/dp/B08P7M76X4,Pet Supplies,OK,MAYBE,PROFIT | 12/mo | GBP9.99 profit | GBP119.90 monthly gross | stable | 2 sellers,PROFIT,2,PROFIT | GBP119.90/mo | lower volume | GBP9.99 unit profit | stable | 2 sellers,8.1,7,10,9,6,7.6,8.4,8.1,GBP120,OK,AVERAGE,GBP54.90,GBP54.90,STABLE,GBP0.00,GBP9.23,GBP9.23,GBP35.69,GBP9.99,28.0%,GBP38.06,GBP44.91,32859,6,0,3.9,30,N,2,N,0%,Unlikely,YES,NO,GENERIC,NO,UNLIKELY,MEDIUM,4,Medium,Brand=Seller match (YES) | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060731831569,,
B07F7FTHMP,Marriage's Organic Mixed Corn - 20kg,Marriage's,https://www.amazon.co.uk/dp/B07F7FTHMP,Pet Supplies,HEAVY,MAYBE,BALANCED | 28/mo | GBP4.14 profit | GBP115.90 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP115.90/mo | 28/mo | GBP4.14 unit profit | stable | 2 sellers,8.1,9,10,8,4,8.3,7.4,7.8,GBP116,OK,AVERAGE,GBP25.00,GBP25.00,STABLE,GBP0.00,GBP4.61,GBP4.61,GBP16.25,GBP4.14,25.5%,GBP16.99,GBP20.86,13820,14,0,5.0,13,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5011259820528,,
B0CST1ZJVT,Shires Tempest Original Fleece Rug - Maroon 5ft3,Shires,https://www.amazon.co.uk/dp/B0CST1ZJVT,Pet Supplies,OK,BRAND APPROACH,BALANCED | 18/mo | GBP5.94 profit | GBP106.90 monthly gross | stable | 3 sellers,BALANCED,2,BALANCED | GBP106.90/mo | 18/mo | GBP5.94 unit profit | stable | 3 sellers,8.1,9,10,7,5,7.8,7.6,7.7,GBP107,OK,WEAK,GBP34.19,GBP35.13,SLIGHT DIP (3%),GBP0.00,GBP6.03,GBP6.03,GBP22.22,GBP5.94,26.7%,GBP23.47,GBP28.25,14809,9,0,5.0,2,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5051771907468,,05051771907468
B001F42NOQ,Johnsons Dog & Cat Anti Tangle Shampoo 5L,Bounce Generation,https://www.amazon.co.uk/dp/B001F42NOQ,Pet Supplies,OK,BRAND APPROACH,BALANCED | 26/mo | GBP4.10 profit | GBP106.60 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP106.60/mo | 26/mo | GBP4.10 unit profit | stable | 2 sellers,8.0,8,10,8,5,8.3,7.4,7.8,GBP107,OK,WEAK,GBP24.78,GBP24.75,STABLE,GBP0.00,GBP4.58,GBP4.58,GBP16.11,GBP4.10,25.4%,GBP16.84,GBP20.68,29500,13,0,5.0,11,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B0CCF2Q8G7,Brambles Crunchy Hedgehog Food - Also Suitable for Badgers and Foxes - Nutritious Food with Kasabona Blue Vinyl Gloves (Crunchy 8kg),KasaBona,https://www.amazon.co.uk/dp/B0CCF2Q8G7,Pet Supplies,OK,YES,BALANCED | 20/mo | GBP5.30 profit | GBP106.00 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP106.00/mo | 20/mo | GBP5.30 unit profit | stable | 2 sellers,8.5,9,10,9,5,8,7.7,7.8,GBP106,OK,WEAK,GBP30.95,GBP30.96,STABLE,GBP0.00,GBP5.53,GBP5.53,GBP20.12,GBP5.30,26.4%,GBP21.18,GBP25.65,12414,10,0,4.8,156,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060733702300,,
B0F1YLG5B1,Royal Canin Medium Adult Dry Dog Food 12kg,ROYAL CANIN,https://www.amazon.co.uk/dp/B0F1YLG5B1,Pet Supplies,OK,MAYBE,PROFIT | 8/mo | GBP12.74 profit | GBP101.90 monthly gross | stable | 3 sellers,PROFIT,2,PROFIT | GBP101.90/mo | lower volume | GBP12.74 unit profit | stable | 3 sellers,8.0,8,10,7,6,6.6,8.5,7.7,GBP102,OK,AVERAGE,GBP68.99,GBP73.96,SLIGHT DIP (7%),GBP0.00,GBP11.41,GBP11.41,GBP44.84,GBP12.74,28.4%,GBP47.99,GBP56.25,22067,4,0,4.8,5,N,3,N,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,3182551065367,,
B0BBGH5JFS,"Muck Grabber Stable Mate Manure Collector Long Handle Poop Scoop & Rake Stable Paddock Dock Tidy Ideal for Horse, Pony, Donkey, Dog, Leaves for Yard, Stable, Horsebox & Garden - 80 cm (Pistachio)",KetoPlastics,https://www.amazon.co.uk/dp/B0BBGH5JFS,Pet Supplies,OK,YES,BALANCED | 22/mo | GBP4.14 profit | GBP91.10 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP91.10/mo | 22/mo | GBP4.14 unit profit | stable | 2 sellers,8.5,9,10,9,5,8,7.4,7.6,GBP91,OK,AVERAGE,GBP24.99,GBP24.99,STABLE,GBP0.00,GBP4.61,GBP4.61,GBP16.24,GBP4.14,25.5%,GBP16.98,GBP20.85,17591,11,0,4.7,60,N,2,N,0%,Unlikely,PARTIAL,NO,GENERIC,NO,UNLIKELY,MEDIUM,2,Low,Brand=Seller match (PARTIAL) | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060875440214,,
B0BVBVRFWB,Copdock Mill Rabbits ears for dogs Natural dog treats without Fur 1Kg Bulk bag Improves dental hygiene and the overall health of your dog,Copdock Mill,https://www.amazon.co.uk/dp/B0BVBVRFWB,Pet Supplies,OK,BRAND APPROACH,BALANCED | 18/mo | GBP4.92 profit | GBP88.60 monthly gross | stable | 3 sellers,BALANCED,3,BALANCED | GBP88.60/mo | 18/mo | GBP4.92 unit profit | stable | 3 sellers,8.1,9,10,7,5,7.5,7.6,7.5,GBP89,OK,WEAK,GBP28.99,GBP28.99,STABLE,GBP0.00,GBP5.23,GBP5.23,GBP18.84,GBP4.92,26.1%,GBP19.80,GBP24.07,12687,9,0,3.8,15,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5026616145916,,
B0FB9KWG7D,"TherapetMD 60-Day Cat Calming Diffuser - Cat Pheromone Diffuser for Stress, Pee Spraying, Cat Fighting, Aggression, Excessive Meowing & Scratching - 60-Day Refill Included - Packaging May Vary",TherapetMD,https://www.amazon.co.uk/dp/B0FB9KWG7D,Pet Supplies,OK,MAYBE,BALANCED | 20/mo | GBP4.33 profit | GBP86.60 monthly gross | SQUEEZED | 2 sellers,BALANCED,3,BALANCED | GBP86.60/mo | 20/mo | GBP4.33 unit profit | SQUEEZED | 2 sellers,8.0,10,10,9,1,7.1,5.3,6.6,GBP87,SQUEEZED,AVERAGE,GBP40.99,GBP51.15,DROPPING (20%),GBP2.94,GBP7.08,GBP10.02,GBP26.64,GBP4.33,16.2%,GBP25.81,GBP36.66,14025,10,0,4.2,2220,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,0860014094408,860014094408,
B0BGJG1D9J,"Gallop Trojan Ponie 100G Horse Turnout Rug Standard Neck in Navy/Orange, 600 Denier (3'9"", Navy)",Gallop,https://www.amazon.co.uk/dp/B0BGJG1D9J,Pet Supplies,OK,MAYBE,PROFIT | 10/mo | GBP8.63 profit | GBP86.30 monthly gross | stable | 2 sellers,PROFIT,3,PROFIT | GBP86.30/mo | lower volume | GBP8.63 unit profit | stable | 2 sellers,8.4,8,10,9,6,7.3,8.4,7.9,GBP86,OK,AVERAGE,GBP47.99,GBP47.99,STABLE,GBP0.00,GBP8.16,GBP8.16,GBP31.19,GBP8.63,27.7%,GBP33.19,GBP39.36,32899,5,0,4.5,569,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5055556332025,,
B01M3N3GK1,Peregrine Livefoods Frozen Rat Small 90-150g - Pack of 5,Peregrine Livefoods,https://www.amazon.co.uk/dp/B01M3N3GK1,Pet Supplies,OK,BRAND APPROACH,BALANCED | 12/mo | GBP4.60 profit | GBP55.20 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP55.20/mo | 12/mo | GBP4.60 unit profit | stable | 2 sellers,8.0,8,10,8,5,7,7.7,7.1,GBP55,OK,WEAK,GBP27.35,GBP27.34,STABLE,GBP0.00,GBP4.97,GBP4.97,GBP17.78,GBP4.60,25.9%,GBP18.65,GBP22.75,23298,6,0,4.5,18,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060078063586,,05060078063586
B09S6KRKCS,"Gallop Combo Full Neck Lightweight Horse Fly Turnout Rug, UV Protect, Waterproof (5'6"", Navy / White)",Gallop,https://www.amazon.co.uk/dp/B09S6KRKCS,Pet Supplies,OK,YES,PROFIT | 6/mo | GBP8.42 profit | GBP50.50 monthly gross | stable | 3 sellers,PROFIT,3,PROFIT | GBP50.50/mo | lower volume | GBP8.42 unit profit | stable | 3 sellers,8.5,9,10,8,6,6.2,8.3,7.1,GBP51,OK,AVERAGE,GBP46.90,GBP47.14,STABLE,GBP0.00,GBP7.99,GBP7.99,GBP30.48,GBP8.42,27.6%,GBP32.42,GBP38.48,15553,3,0,4.8,52,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5055556331219,,
B0GLYD25JJ,"Small Dog Car Seat, Waterproof Dog Booster Seat with Clip-On Safety Leash, Elevated Car Dog Bed for Front or Back Seat, Travel Pet Bed for Puppies and Cats up to 15 kg",Skylos,https://www.amazon.co.uk/dp/B0GLYD25JJ,Pet Supplies,OK,MAYBE,BALANCED | 10/mo | GBP5.11 profit | GBP51.10 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP51.10/mo | 10/mo | GBP5.11 unit profit | stable | 2 sellers,8.3,9,10,8,5,7,7.7,7.1,GBP51,OK,STRONG,GBP29.99,GBP29.99,STABLE,GBP0.00,GBP5.38,GBP5.38,GBP19.49,GBP5.11,26.2%,GBP20.51,GBP24.88,17367,5,0,0.0,0,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,9356877160660,,
B0BYXV378N,"Himalayan Everest Yak Chews for Dogs, Puppy Treats and Dog Bones to Promote Teeth Cleaning Dental Sticks Dogs, Natural Dog Treats, Dog Chews Long Lasting Natural (3 XX - Large)",Everest Travel & Tours (ETT),https://www.amazon.co.uk/dp/B0BYXV378N,Pet Supplies,OK,MAYBE,BALANCED | 10/mo | GBP5.11 profit | GBP51.10 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP51.10/mo | 10/mo | GBP5.11 unit profit | stable | 2 sellers,8.0,8,10,8,5,7,7.7,7.1,GBP51,OK,AVERAGE,GBP29.95,GBP30.06,STABLE,GBP0.00,GBP5.38,GBP5.38,GBP19.47,GBP5.11,26.2%,GBP20.48,GBP24.84,21166,5,0,4.1,8,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,0761885960772,761885960772,
B01CESYUVK,Maximum Pet Products Black Dog Training Lead 200ft/60m,Maximum Pet Products,https://www.amazon.co.uk/dp/B01CESYUVK,Pet Supplies,OK,YES,BALANCED | 12/mo | GBP3.93 profit | GBP47.20 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP47.20/mo | 12/mo | GBP3.93 unit profit | stable | 2 sellers,8.8,10,10,9,5,6.8,7.4,6.7,GBP47,OK,AVERAGE,GBP23.95,GBP23.95,STABLE,GBP0.00,GBP4.45,GBP4.45,GBP15.57,GBP3.93,25.3%,GBP16.25,GBP20.02,12116,6,0,4.5,5923,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0754220344764, 5056373107322",754220344764,
